id,class_id,year,title,doi,pdf_present,pdf_path,t1,t2,t3,r1,r2,r3,r4,r5,r6,relevance_score,full_text_decision,exclusion_code,notes
P0565,C6,2025,High-Altitude Visual Feature-Based Multi-Sensor Tightly Coupled Pose Estimation,10.1109/icvisp68610.2025.11451677,True,papers/P0565.pdf,Y,Y,Y,1,1,1,0,1,0,4,INCLUDE,,"Target-assisted spatial alignment + tightly-coupled multi-sensor for high-altitude visual sparsity; 2025. INCLUDE. T1: 'this paper proposes a tightly coupled multi-sensor pose estimation framework that integrates visual-inertial fusion, online extrinsic calibration, and hierarchical factor graph optimization' (p.1); own sliding-window VIO cost function Eq."
P0584,C2,2025,Confidence Factor-Based Robust Localization Algorithm With Visual-Inertial-LiDAR Fusion in Underground Space,10.1109/tcsvt.2025.3530077,True,papers/P0584.pdf,Y,Y,Y,0,1,0,0,1,1,3,INCLUDE,,Confidence factor-based robust VI-LiDAR localization for underground UAV; sensor degradation handling; 2025. INCLUDE. T1: 'this paper proposes a confidence factor based robust localization algorithm .. adaptive confidence factors are designed to assess the reliability of LiDAR and camera features .. leveraged to weight the sensors residual factors' (p.1).
P0607,C6,2025,Cluster-ALIV: Aerial LiDAR-Inertia-Visual Dense Reconstruction for Cluster UAV,10.1109/lra.2025.3559839,True,papers/P0607.pdf,N,Y,Y,1,1,1,1,0,1,5,EXCLUDE,T1,"Cluster-ALIV: Aerial LiDAR-Inertia-Visual dense reconstruction; real-time for rescue/monitoring UAV; 2025. EXCLUDE T1: the vehicle pose is LiDAR-inertial and the camera never enters the state estimate ('The LIO component is adapted from FAST-LIO2 [16]'); the visual channel is used to render colour, which is not a VIO measurement-model contribution."
P0662,C1,2025,"FAST-LIVO2: Fast, Direct LiDAR–Inertial–Visual Odometry",10.1109/tro.2024.3502198,True,papers/P0662.pdf,Y,Y,Y,0,1,1,1,1,1,5,INCLUDE,,FAST-LIVO2: fast direct ESIKF for LiDAR-Inertial-Visual SLAM; real-time robotic; high-perf; 2025. CORE. INCLUDE.
P0231,C6,2024,High-Altitude Precision Landing by Smartphone Video Guidance Sensor and Sensor Fusion,10.3390/drones8020037,True,papers/P0231.pdf,N,Y,Y,1,0,1,1,0,1,4,EXCLUDE,T1,Smartphone SVGS photogrammetric sensor + GPS/IMU fusion for high-altitude UAV precision landing; 2024.
P0251,C2,2024,REFLoc: A Resilient Evolutionary Fusion Framework for Robust Indoor Localization,10.1109/tim.2024.3403196,True,papers/P0251.pdf,Y,Y,Y,1,1,0,1,0,1,4,INCLUDE,,REFLoc: resilient evolutionary multi-sensor fusion for robust indoor GPS-denied UAV localization; 2024. INCLUDE. T1: 'we construct the residual term of UWB .. combining this UWB residual term with the original cost function .. to jointly optimize the sliding window' eq. (9)-(10) (p.5).
P0039,C5,2024,R-LVIO: Resilient LiDAR-Visual-Inertial Odometry for UAVs in GNSS-denied Environment,10.3390/drones8090487,True,papers/P0039.pdf,Y,Y,Y,1,1,1,0,1,1,5,INCLUDE,,"Core LVIO advance for GNSS-denied UAV with adaptive mode switching; multimodal (LiDAR) fusion -> C5. r4=0 (optimization, not filter-based)."
P0075,C2,2024,Comparison of Visual-Inertial Sensor Fusion Techniques for GNSS-Resilient Navigation,10.1109/dasc62030.2024.10748659,True,papers/P0075.pdf,Y,Y,Y,1,1,0,1,1,0,4,INCLUDE,,Comparison of VI fusion strategies with variable EKF image processing for GNSS-resilient UAV; 2024. INCLUDE. T1: 'An original approach to provide the EKF with a consistent estimate of the covariance associated to the visual-based pose solution is proposed .. obtained by weighting the error associated to the geolocated features using their geometrical distribution' (p.2).
P0346,C2,2024,GPS-VIO Fusion with Online Rotational Calibration,10.1109/icra57147.2024.10611466,True,papers/P0346.pdf,Y,Y,Y,0,1,0,1,0,1,3,INCLUDE,,"GPS-VIO fusion with online rotational extrinsic calibration; significant accuracy improvement; 2024. INCLUDE. T1: 'we propose a novel filter-based estimator to fuse GPS measurements and visual-inertial data, and simultaneously estimate the rotational extrinsic parameter between the GPS and VIO frames online' (p.1); new state vector with psi, EpV, ItG and GPS measurement Jacobian (eqs. 4-7, p.3)."
P0172,C5,2024,HCCNet: Hybrid Coupled Cooperative Network for Robust Indoor Localization,10.1145/3665645,True,papers/P0172.pdf,Y,Y,Y,1,1,1,1,0,1,5,INCLUDE,,UWB-VIO auxiliary fusion (C5) with adaptive D-RANSAC outlier rejection; real-world validation on mobile robot but EuRoC MAV + UAV application keeps T2=Y.
P0407,C5,2024,Enhanced Altitude Estimation for Unmanned Aerial Vehicles in a GNSS-denied Environment,10.1109/icuas60882.2024.10556904,True,papers/P0407.pdf,Y,Y,N,1,1,1,1,0,1,5,EXCLUDE,T3,"Enhanced altitude estimation for VIO-based GNSS-denied UAV; barometer/altimeter augmentation; 2024. EXCLUDE (T3). No quantitative accuracy metric against ground truth or a baseline is stated anywhere: the results are trajectory plots only (Figs. 4-6, pp.5-6); the only magnitude given is 'Although the first two offsets are of equal magnitude"
P0002,C1,2023,"A Real-time Framework for UAV Indoor Self-Positioning and 3D Mapping Base on 2D Lidar, Stereo Camera and IMU",10.1109/rcar58764.2023.10249971,True,papers/P0002.pdf,Y,Y,Y,1,1,0,0,0,1,3,INCLUDE,,Real-time UAV indoor localization + 3D mapping: VINS-Fusion + 2D LiDAR; motion distortion fix; 2023. INCLUDE.
P0044,C1,2023,Multi-Sensor Fusion Framework Based on GPS State Detection,10.1109/cfasta57821.2023.10243321,True,papers/P0044.pdf,Y,Y,Y,1,1,1,0,0,1,4,INCLUDE,,"GPS state-detection multi-sensor graph fusion for indoor/outdoor UAV; adaptive GPS handling; 2023. INCLUDE (T-1 borderline, second clause): a multi-sensor state estimator whose integration of a consumed VIO stream with GPS and an ultrasonic height constraint is the contribution; T-1/T-2/T-3 = Y/Y/Y."
P0048,C5,2023,A Distributed SLAM with UWB-VIO Fusion Framework for Enhanced Relative Localization of Multi-UAVs System,10.1109/cvidl58838.2023.10166845,True,papers/P0048.pdf,Y,Y,Y,1,1,1,0,0,1,4,INCLUDE,,"Distributed SLAM with UWB-VIO fusion for multi-UAV relative localization; infrastructure-less; 2023. INCLUDE (T-1 borderline, second clause): the VIO block is unmodified and unnamed ('uses Visual-Inertial Odometry (VIO) to estimate the self-motion of each UAV'); the contribution is the distributed estimator that integrates the VIO stream with UWB ranging; T-1/T-2/T-3 = Y/Y/Y."
P0286,C1,2023,VIUNet: Deep Visual-Inertial-UWB Fusion for Indoor UAV Localization,10.1109/access.2023.3279292,True,papers/P0286.pdf,Y,Y,Y,1,1,1,0,1,1,5,INCLUDE,,VIUNet: deep VI+UWB fusion for indoor UAV; DL-based; GNSS-denied; IEEE Access 2023. CORE. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1.
P0289,C1,2023,Cooperative Visual-Range-Inertial Navigation for Multiple Unmanned Aerial Vehicles,10.1109/taes.2023.3297555,True,papers/P0289.pdf,Y,Y,Y,1,0,0,1,0,1,3,INCLUDE,,Cooperative visual-range-inertial navigation for multiple UAVs; distributed estimation + geometric constraints; 2023. INCLUDE.
P0316,C5,2023,Range–Visual–Inertial Odometry with Coarse-to-Fine Image Registration Fusion for UAV Localization,10.3390/drones7080540,True,papers/P0316.pdf,Y,Y,Y,1,1,0,0,1,1,4,INCLUDE,,"Range-VIO + auxiliary modality fusion (LRF range, satellite image registration) -> C5; r6=1 (LRF rangefinder). Strong adaptive weighting component (r2=1) and GNSS-denied focus (r1=1). r3=0: no explicit onboard/embedded real-time deployment claim. Optimization-based, not EKF -"
P0340,C5,2023,UVIO: An UWB-Aided Visual-Inertial Odometry Framework with Bias-Compensated Anchors Initialization,10.1109/iros55552.2023.10342012,True,papers/P0340.pdf,Y,Y,Y,1,1,1,1,0,1,5,INCLUDE,,"UVIO: UWB-aided VIO with bias-compensated initialization; multi-step UWB anchor init; 2023. INCLUDE. T1: 'Our proposed EKF-based UVIO filter .. Beside the classical MSCKF-VIO core state .. the UVIO filter is augmented with the UWB state' with a new range measurement model h(x)=beta*d+gamma, its Jacobians, and a 'Delayed Update' strategy for asynchronous UWB ranges (p.2-3)."
P0167,C5,2023,GNSS-denied UAV indoor navigation with UWB incorporated visual inertial odometry,10.1016/j.measurement.2022.112256,True,papers/P0167.pdf,Y,Y,Y,1,1,1,0,1,1,5,INCLUDE,,"UWB auxiliary fusion (C5) with adaptive re-init; optimization-based (not EKF) so r4=0. INCLUDE, targeted relevance."
P0049,C1,2022,A 2D Georeferenced Map Aided Visual-Inertial System for Precise UAV Localization,10.1109/iros47612.2022.9982254,True,papers/P0049.pdf,Y,Y,Y,1,1,0,0,1,1,4,INCLUDE,,"2D georeferenced map aided VI system for UAV geolocalization; map-visual matching + VIO; 2022. INCLUDE (T-1 borderline, second clause; note: 'VIO = unmodified VINS-Mono; contribution is the integration of the VIO with an absolute georegistration source: VIO-reconstructed R2 set to 1: paper is in an adaptive-strategy row."
P0367,C1,2022,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,10.1109/icuas54217.2022.9836116,True,papers/P0367.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,Cooperative VIO+LiDAR navigation: large LiDAR-UAV guides micro camera-UAV; GNSS-denied; IROS 2022. R6 re-derived from the recoded aux_sensors column: 0. T-1 is not satisfied.
P0399,C1,2022,Improving Visual Inertial Odometry with UWB Positioning for UAV Indoor Navigation,10.1109/icpr56361.2022.9956500,False,,Y,Y,Y,1,0,0,0,0,1,2,INCLUDE,,UWB constraints improve VIO pose estimation for indoor UAV; two-stage UWB-VIO integration; 2022.
P0211,C5,2022,1D-LRF Aided Visual-Inertial Odometry for High-Altitude MAV Flight,10.1109/icra46639.2022.9811757,True,papers/P0211.pdf,Y,Y,Y,1,1,1,1,0,1,5,INCLUDE,,"1D-LRF aided VIO for high-altitude MAV (>100m); depth compensation for scale accuracy; IEEE 2022. INCLUDE. T1: 'we develop an efficient MSCKF-based VIO algorithm aided by a single 1D laser range finder (LRF), termed LRF-VIO' with a new LRF co-planar measurement model (Eq. 15-17), LRF-based delayed feature initialization (Eq. 20) and online LRF-camera extrinsic calibration (Eq. 21-23) (p.1, p.3-4); T2: 'a"
P0437,C1,2022,Error State Extended Kalman Filter Multi-Sensor Fusion for Unmanned Aerial Vehicle Localization in GPS and Magnetometer Denied Indoor Environments,10.1109/icuas54217.2022.9836124,True,papers/P0437.pdf,Y,Y,Y,1,1,1,1,0,1,5,INCLUDE,,"ES-EKF multi-sensor fusion for indoor UAV without GPS/magnetometer; barometer+camera+IMU; 2022. CORE. INCLUDE (T-1 borderline, second clause: multi-sensor ES-EKF whose contribution is the integration of an off-the-shelf VIO with IMU, LiDAR SLAM and UWB, with per-sensor drift states and an innovation a"
P0309,C1,2021,Distributed Variable-Baseline Stereo SLAM from two UAVs,10.1109/icra48506.2021.9560944,True,papers/P0309.pdf,Y,Y,Y,1,1,1,0,0,1,4,INCLUDE,,Distributed variable-baseline stereo SLAM via UWB + two UAVs; high-altitude (160m); ETH Zurich; RAL 2022. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1.
P0217,C1,2020,SIMSF: A Scale Insensitive Multi-Sensor Fusion Framework for Unmanned Aerial Vehicles Based on Graph Optimization,10.1109/access.2020.3000555,True,papers/P0217.pdf,Y,Y,Y,1,1,0,0,0,1,3,INCLUDE,,SIMSF: scale-insensitive multi-sensor fusion framework for UAV; graph optimization; IEEE Access 2020. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1.
P0018,C1,2020,Tightly-coupled Fusion of Global Positional Measurements in Optimization-based Visual-Inertial Odometry,10.1109/iros45743.2020.9341697,True,papers/P0018.pdf,Y,Y,Y,0,0,1,0,0,1,2,INCLUDE,,Tight-coupled global position (GPS) in VI optimization; 50% position error reduction; ETH; IROS 2021.
P0032,C1,2020,Multi-sensor fusion for unmanned aerial vehicles based on the combination of filtering and optimization; [结合滤波与优化的无人机多传感器融合方法],10.1360/ssi-2019-0237,True,papers/P0032.pdf,Y,Y,Y,1,0,0,0,0,1,2,EXCLUDE,INC-4,"SIMSF duplicate record (same paper as P0217, different DB export); same scores."
P0116,C1,2018,Cooperative UAV navigation using inter-vehicle ranging and magnetic anomaly measurements,10.2514/6.2018-1595,True,papers/P0116.pdf,N,Y,Y,1,0,0,1,0,1,3,EXCLUDE,T1,Cooperative EKF: VIO + inter-UAV ranging + magnetic anomaly localization; GPS-denied UAV group; ION 2022.
P0377,C1,2018,GOMSF: Graph-Optimization Based Multi-Sensor Fusion for robust UAV Pose estimation,10.1109/icra.2018.8460193,True,papers/P0377.pdf,Y,Y,Y,1,0,1,0,0,1,3,INCLUDE,,"GOMSF: graph-based MSF (VIO+global position) for UAV; real-time alignment; ETH; ICRA 2019. The first clause of T-1 is not met: OKVIS and ROVIO are run unmodified ('We test the performance of the system with both OKVIS [2], a keyframe-based VI odometry framework that uses nonlinear optimization, and ROVIO [1]', p.5 = proc. p.1425)."
P0408,C1,2016,Computationally efficient visual-inertial sensor fusion for Global Positioning System-denied navigation on a small quadrotor,10.1177/1687814016640996,True,papers/P0408.pdf,Y,Y,Y,1,1,1,1,0,0,4,INCLUDE,,Efficient VI fusion: separated orientation (gradient-descent) + 13-state linear KF for GPS-denied quadrotor; 2016. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1.
P0262,C3,2025,Transformer Based Visual Inertial Odometry,10.1007/978-981-96-2264-1_54,False,,Y,Y,Y,0,0,0,0,1,0,1,INCLUDE,,VIO-former: end-to-end transformer VIO for UAV; captures long-range temporal dependencies; LNEE 2025.
P0087,C2,2025,TSFNet: A Two-Stage Fusion Network for Visual–Inertial Odometry,10.3390/math13233842,True,papers/P0087.pdf,Y,Y,Y,1,1,1,0,1,0,4,INCLUDE,,Learning-augmented adaptive fusion is the core contribution -> C2 (CORE) rather than prior C3. No filter (r4=0); no aux sensor (r6=0); r3 credited for lightweight/edge-targeted design though no live onboard test.
P0338,C2,2025,DeepUKF-VIN: Adaptively-tuned Deep Unscented Kalman Filter for 3D Visual-Inertial Navigation based on IMU-Vision-Net,10.1016/j.eswa.2025.126656,True,papers/P0338.pdf,Y,Y,Y,1,1,0,1,0,0,3,INCLUDE,,"DeepUKF-VIN: DL-adaptive UKF covariance tuning for 3D VIN; R2+R4 high; T2 platform unclear (vehicle generic). ESWA 2025. INCLUDE. T1: 'A quaternion-based, adaptively-tuned Deep Learning Unscented Kalman Filter for 3D Visual-Inertial Navigation (DeepUKF-VIN) based on Deep Learning-based Adaptation Mechanism (DLAM) is formulated in discrete form' (p.2, Contributions)."
P0427,C2,2025,LSAF-LSTM-Based Self-Adaptive Multi-Sensor Fusion for Robust UAV State Estimation in Challenging Environments †,10.3390/machines13020130,True,papers/P0427.pdf,Y,Y,Y,1,1,1,1,1,1,6,INCLUDE,,Core adaptive (C2) learning-augmented covariance/weight adaptation with filter fusion; aux sensors LiDAR+GPS (r6). Eval also on non-aerial sequences but UAV is the platform/target -> T2 Y.
P0031,C2,2024,Position Uncertainty Reduction in Visual-Inertial Navigation Systems Using Multi-ML Error Compensation,10.33012/2024.19790,True,papers/P0031.pdf,Y,Y,Y,1,1,0,1,0,0,3,INCLUDE,,"Multi-ML hybrid VIO: GRU error compensators for GNSS-denied urban air mobility; hybrid with filter; ION GNSS+ 2024. INCLUDE. T1: 'this paper proposes a novel approach that combines multiple error compensators within VIO systems .. one GRU compensate for VO measurement errors by updating the ESKF filter, while another GRU compensate for model measurement errors' (p.3)."
P0417,C2,2024,Enhancing VIO Robustness Under Sudden Lighting Variation: A Learning-Based IMU Dead-Reckoning for UAV Localization,10.1109/lra.2024.3377950,True,papers/P0417.pdf,Y,Y,Y,0,1,1,1,0,0,3,INCLUDE,,"Learning-based IMU DR + LIEKF for UAV VIO under sudden lighting changes; tightly coupled; IEEE RA-L 2024. CORE. INCLUDE (T-1 borderline, second clause): the headline algorithm LIDR is inertial-only ('a learning-based dead-reckoning algorithm relying solely on inertial measurements'); the integration of an unmodified VIO with the paper's own learned inertial estimator is a stated contribution'."
P0216,C3,2022,Visual-Inertial Image-Odometry Network (VIIONet): A Gaussian process regression-based deep architecture proposal for UAV pose estimation,10.1016/j.measurement.2022.111030,True,papers/P0216.pdf,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,VIIONet: Inception-v3+GPR+OF fusion for UAV pose; EuRoC+Gazebo; GPS-denied; outperforms SOTA.
P0349,C1,2022,HVIOnet: A deep learning based hybrid visual–inertial odometry approach for unmanned aerial system position estimation,10.1016/j.neunet.2022.09.001,True,papers/P0349.pdf,Y,Y,Y,1,0,0,0,0,0,1,INCLUDE,,"HVIOnet: CNN+LSTM hybrid VIO for UAS; GPS-denied; 3-step: visual feat + recurrent + pose regression; Neural Netw 2022. INCLUDE. T1: 'A hybrid architecture consisting of CNN and multiple BiLSTM layers is proposed to position the UAS .. The proposed end-to-end algorithm uses raw images and raw IMU' (p.4); novel three-network visual/inertial/fusion design, Sections 2.1-2.3 (pp.5-6)."
P0440,C3,2021,SupSLAM: A Robust Visual Inertial SLAM System Using SuperPoint for Unmanned Aerial Vehicles,10.1109/nics54270.2021.9701527,True,papers/P0440.pdf,Y,Y,Y,1,0,1,0,1,0,3,INCLUDE,,SupSLAM: SuperPoint deep features in stereo VI-SLAM for UAV; EuRoC+agriculture; efficient embedded.
P0099,C3,2020,Learning Pose Estimation for UAV Autonomous Navigation and Landing Using Visual-Inertial Sensor Data,10.23919/acc45564.2020.9147400,True,papers/P0099.pdf,Y,Y,Y,0,1,0,0,1,0,2,INCLUDE,,DNN VIO for UAV autonomous navigation & landing; EuRoC+AirSim; 25% improvement over baseline. R2 set to 1: paper is in an adaptive-strategy row.
P0279,C3,2019,Visual-inertial odometry for unmanned aerial vehicle using deep learning,10.2514/6.2019-1410,True,papers/P0279.pdf,Y,N,Y,1,1,0,0,1,0,3,EXCLUDE,T2,LSTM+OF VIO for UAV; eliminates calibration; real stereo flights; AIAA SciTech 2019. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1. T-2 N: the only validation is the KITTI ground-vehicle dataset. 'Section 3 shows the results based on a canonical KITTI data set' (p.2).
P0322,C2,2025,A new visual-inertial odometry scheme for unmanned systems in unified framework of zeroing neural networks,10.1016/j.neucom.2024.129017,True,papers/P0322.pdf,Y,Y,Y,0,1,0,1,1,0,3,INCLUDE,,"ZNN-unified VIO framework for UAV; zeroing neural networks for correlated sensor errors; novel formulation; 2025. INCLUDE. T1: 'a new method called Multi-State Constraint Kalman Filter with NearSAC (MSCKF-NearSAC), based on the MSCKF, is proposed .. Furthermore, the MSCKF-ZNN method is proposed for the back-end, and combines zeroing neural network (ZNN) .. and error state' (p.1)."
P0401,C7,2025,Low Latency Visual Inertial Odometry With On-Sensor Accelerated Optical Flow for Resource-Constrained UAVs,10.1109/jsen.2024.3406948,True,papers/P0401.pdf,Y,N,Y,1,0,1,0,1,0,3,EXCLUDE,T2,Front-end/feature-tracking acceleration for embedded UAV VIO; prior labeled C4 but it is not a survey/benchmark - reclassified C7. r2=0 (no online estimator adaptation). T-1 is satisfied: 'This work extends the feature-based and highly modular VINS-Mono implementation by replacing the feature tracker with the optical flow data calculated on the VD56G3 sensor' (p.3).
P0209,C1,2024,Localization through RGB-D Camera for the Quad-rotor,10.1109/icccnt61001.2024.10725903,True,papers/P0209.pdf,Y,N,Y,1,0,0,1,0,0,2,EXCLUDE,T2,"RGB-D + IMU localization for quadrotor using VO; Oak-D Pro + IMU; computational efficiency focus; conference 2024. EXCLUDE T2. T1 (borderline Y): the authors implement their own loosely coupled VIO, 'implementing an EKF algorithm to perform real-time sensor fusion using data from a depth camera and an IMU' with a 9-state vector (position, velocity, Euler angles), VO measurement h_VO and IMU measurement h_IMU (p.4-5)."
P0293,C7,2023,Fast and Robust Semidirect Monocular Visual-Inertial Odometry for UAV,10.1109/jsen.2023.3309907,True,papers/P0293.pdf,Y,Y,Y,1,1,1,0,1,0,4,INCLUDE,,"Semidirect monocular VIO for UAV: blends direct (speed) + feature (robustness) + edgelet tracking; real-time onboard; 2023. INCLUDE (T-1 satisfied under the first clause, not borderline; T-2 Y; T-3 Y)."
P0294,C1,2022,A cliquey subgraph approach to sparsified UAV visual inertial odometry by surjective Bayes-tree-to-factor-graph mapping,10.1016/j.ast.2021.107250,True,papers/P0294.pdf,Y,Y,Y,0,0,1,0,0,0,1,INCLUDE,,"Genuine VIO estimator/backend advance (C1). Aerial relevance via EuRoC MAV dataset and explicit UAV/ASIC motivation. Not adaptive/online and not GNSS-denied-specific, hence low relevance score despite high QA. Strong methodological rigor."
P0228,C4,2021,Accurate IMU Factor Using Switched Linear Systems for VIO,10.1109/tie.2020.3000097,True,papers/P0228.pdf,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,Accurate IMU factor via switched linear systems; 22-38% ATE improvement vs VINS-Mono on EuRoC; IEEE TIE 2021.
P0026,C1,2021,Information sparsification for visual-inertial odometry by manipulating Bayes tree,10.1016/j.ast.2021.107065,True,papers/P0026.pdf,Y,Y,Y,0,1,1,0,0,0,2,INCLUDE,,"Strong VIO backend/estimator-efficiency contribution; UAV is target/data only (no GNSS-denied focus, no aux sensors). Prior tagged C4 but it is an estimator advance -> C1."
P0023,C4,2020,Stereo visual-inertial fusion for UAV state estimation,10.1016/j.ifacol.2020.12.2412,True,papers/P0023.pdf,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,Stereo VIO extension of VINS-Mono for UAV; real-time on NUC; EuRoC MAV; competitive ATE; IFAC 2020.
P0089,C4,2018,Autonomous navigation of micro aerial vehicles using high-rate and low-cost sensors,10.1007/s10514-017-9690-5,True,papers/P0089.pdf,Y,Y,Y,1,0,1,1,1,1,5,INCLUDE,,Low-cost MAV VIO: OF smart camera + IMU + ToF; EKF/ESKF onboard real-time; GPS-denied autonomous flight. CORE. Auton Robots 2018.
P0329,C4,2017,Control-enabled observability in visual-inertial odometry,10.1109/icuas.2017.7991364,True,papers/P0329.pdf,N,Y,Y,1,0,0,1,0,0,2,EXCLUDE,T1,"Theoretical analysis of control inputs on VIO observability; proves observability conditions; Monte-Carlo for UAS; IFAC 2017. T-1 fails. The paper is an observability and estimator-sensitivity analysis: 'In this paper, we examine effects of controls on the VIO problem .. we prove observability properties for several VIO scenarios' (p.1, abstract)."
P0284,C1,2025,Quaternion-Based Unscented Kalman Filter for 6-DoF Vision-Based Inertial Navigation in GPS-Denied Regions,10.1109/tim.2024.3509582,True,papers/P0284.pdf,Y,Y,Y,1,0,0,1,0,0,2,INCLUDE,,"QNUKF: quaternion-based UKF for 6-DoF VIN in GPS-denied; novel nonlinear filter formulation; ESWA 2025. INCLUDE. T1: 'Novel geometric Quaternion-based Navigation Unscented Kalman Filter (QNUKF) is proposed on S3 x R3 x R3 in discrete form mimicking the true nonlinear navigation kinematics' with custom quaternion sigma-point/mean/correction operators, eqs. (45)-(46), (53)-(56), (66)-(67) (p.2, p.7-9)."
P0077,C6,2025,Research on Sensor Data Spatiotemporal Synchronization Technology for Onboard Visual Navigation Systems,10.1109/icpeca63937.2025.10928832,True,papers/P0077.pdf,N,N,N,0,0,0,0,1,0,1,EXCLUDE,T1,"Spatiotemporal synchronization tech for onboard multi-sensor VIO; UAV; addresses timing accuracy in VIO pipeline. 2025. EXCLUDE T1 (also fails T2 and T3): the VIO section (Sec. III.B, pp.3-4) restates the standard VINS-Mono pipeline without modification; the contribution is the synchronization hardware and timing method."
P0368,C4,2025,Sensitivity Analysis of a Visual Inertial Odometry-based Navigation System for UAV,10.1109/i2mtc62753.2025.11079197,True,papers/P0368.pdf,Y,Y,Y,1,0,0,0,1,1,3,INCLUDE,,"Sensitivity analysis of existing VIO framework; Monte Carlo evaluation. INCLUDE (T-1 borderline, second clause; simulation-only): no filter or optimisation back-end is proposed and the keypoint detectors are off-the-shelf (SIFT, SURF, FAST, Harris, MEF, ORB, semantic segmentation, Sec. III, p.2)."
P0083,C7,2024,Quick Initialization Method of Monocular VIO on MAV,10.1007/978-981-97-3336-1_22,False,,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,Quick 2-stage VIO initialization for MAV using onboard sensors; improves init speed/accuracy; IEEE 2024.
P0133,C7,2024,A Method for Measuring the Error Rules in Visual Inertial Odometry Based on Scene Matching Corrections,10.3390/mi15111362,True,papers/P0133.pdf,N,Y,Y,1,0,0,1,1,1,4,EXCLUDE,T1,"Borderline T1: contributes a fusion/error-characterisation model rather than a VIO estimator advance; simulation-only, no real VIO. Low relevance, scene-matching front-end -> C7. EXCLUDE T1: there is no visual odometry, visual front-end, camera data or image processing in the paper."
P0277,C4,2023,Visual-Inertial Odometry Using High Flying Altitude Drone Datasets †,10.3390/drones7010036,True,papers/P0277.pdf,N,Y,Y,1,0,1,0,1,0,3,EXCLUDE,T1,VIO for high-altitude UAV: new stereo+IMU sensor suite + assessment for GNSS-backup positioning; Drones 2023.
P0341,C7,2022,Deployment of Reliable Visual Inertial Odometry Approaches for Unmanned Aerial Vehicles in Real-world Environment,10.1109/icuas54217.2022.9836067,True,papers/P0341.pdf,Y,Y,Y,1,0,1,0,0,1,3,INCLUDE,,Deployment & reliability analysis of VIO methods for UAVs; identifies failure conditions + compensations; ICUAS 2022. R6 re-derived from the recoded aux_sensors column: 1.
P0030,C7,2021,Run Your Visual-Inertial Odometry on NVIDIA Jetson: Benchmark Tests on a Micro Aerial Vehicle,10.1109/lra.2021.3075141,True,papers/P0030.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,Pure benchmark: compares VINS-Mono/Fusion/ROVIO/ORB-SLAM2 on Jetson boards; new KAIST dataset only; RA-L 2021.
P0455,C7,2021,UAV state and parameter estimation in wind using calibration trajectories optimized for observability,10.23919/acc50511.2021.9482853,True,papers/P0455.pdf,N,Y,Y,1,1,1,1,0,0,4,EXCLUDE,T1,"UAV online state+param+wind estimation via sqrt-UKF (23 states); observability-based calibration trajectories; RA-L 2021. CORE. T-1 borderline, retained: VIO measurements feed a new UKF that jointly estimates vehicle state, wind and aerodynamic parameters (process-model contribution; amended T-1 wording, protocol §6). T-1 fails, and the earlier note."
P0535,C7,2021,LSTM and Filter Based Comparison Analysis for Indoor Global Localization in UAVs,10.1109/access.2021.3049896,True,papers/P0535.pdf,Y,Y,Y,1,0,1,0,1,0,3,INCLUDE,,Novel LSTM+IMU vs filter-based indoor UAV localization; convNet+bidir-LSTM architecture; real drone; IEEE Access 2021.
P0304,C7,2020,Analysis on the performance of VIO according to Trajectory Planning of UAV,10.23919/iccas50221.2020.9268220,True,papers/P0304.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,"Analysis of VIO performance vs trajectory polynomial order; evaluation only, no new VIO algorithm; ICCAS 2020."
P0124,C7,2020,Latency compensated visual-inertial odometry for agile autonomous flight,10.3390/s20082209,True,papers/P0124.pdf,Y,Y,Y,1,1,0,1,0,0,3,INCLUDE,,Latency-compensated EKF-VIO: online temporal calibration for sensor time delays; agile UAV; Sensors 2020.
P0104,C7,2019,Comparison of Visual Inertial Odometry using FlightGoggles Simulator for UAV,10.23919/iccas47443.2019.8971738,True,papers/P0104.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,Pure comparison: ORB-SLAM2 vs VINS-Mono vs ROVIO on FlightGoggles; no new algorithm; ICCAS 2019.
P0108,C7,2019,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,10.1109/reduas47371.2019.8999672,True,papers/P0108.pdf,Y,Y,Y,1,0,0,1,1,0,3,INCLUDE,,Dense+sparse OF fused in EKF for GNSS-denied small UAV VINS; novelty: dense OF for velocity in EKF; IROS 2019.
